name,google scholar link
Alexander G. Ororbia II,https://scholar.google.com/citations?user=IAFscrMAAAAJ&hl=en&oi=ao
Alexander G. Schwing,https://scholar.google.com/citations?user=3B2c31wAAAAJ&hl=en&oi=ao
Alexander Gamero-Garrido,https://scholar.google.com/citations?user=K9AHcLAAAAAJ&hl=en&oi=ao
Alexander Gammerman,https://scholar.google.com/citations?user=uoWoR4gAAAAJ&hl=en&oi=ao
Alexander Gerhard Schwing,https://scholar.google.com/citations?user=3B2c31wAAAAJ&hl=en&oi=ao
Alexander Golovnev,https://scholar.google.com/citations?user=zA9SpgkAAAAJ&hl=en&oi=ao
Alexander Gumennik,https://scholar.google.com/citations?user=Z-D4ddAAAAAJ&hl=en&oi=ao
Alexander Herzog,https://scholar.google.com/citations?user=jrfFYAIAAAAJ&hl=en&oi=ao
Alexander Huth,https://scholar.google.com/citations?user=JNXWWkIAAAAJ&hl=en&oi=ao
Alexander Ihler,https://scholar.google.com/citations?user=ffdt7gMAAAAJ&hl=en&oi=ao
Alexander J. Hartemink,https://scholar.google.com/citations?user=HLRZ3oAAAAAJ&hl=en&oi=ao
Alexander J. Summers,https://scholar.google.com/citations?user=q1bbqYEAAAAJ&hl=en&oi=ao
Alexander Jung,https://scholar.google.com/citations?user=mHjdZdwAAAAJ&hl=en&oi=ao
Alexander Kain,https://scholar.google.com/citations?user=gK85itIAAAAJ&hl=en&oi=ao
Alexander Kemper,https://scholar.google.com/citations?user=dliZB7MAAAAJ&hl=en&oi=ao
Alexander Knapp,https://scholar.google.com/citations?user=r5d4ZJsAAAAJ&hl=en&oi=ao
Alexander Koller,https://scholar.google.com/citations?user=yni3K9wAAAAJ&hl=en&oi=ao
Alexander Konovalov,https://scholar.google.com/citations?user=EH74mBQAAAAJ&hl=en&oi=ao
Alexander Kotov 0001,https://scholar.google.com/citations?user=83gsCFsAAAAJ&hl=en&oi=ao
Alexander L. Wolf,https://scholar.google.com/citations?user=21FXjJgAAAAJ&hl=en&oi=ao
Alexander Lex,https://scholar.google.com/citations?user=JFNLCUcAAAAJ&hl=en&oi=ao
Alexander M. Barg,https://scholar.google.com/citations?user=nvU3IvEAAAAJ&hl=en&oi=ao
Alexander M. Bronstein,https://scholar.google.com/citations?user=lafKN0sAAAAJ&hl=en&oi=ao
Alexander M. Fraser,https://scholar.google.com/citations?user=4ZIZK08AAAAJ&hl=en&oi=ao
Alexander M. Rush [Tech],https://scholar.google.com/citations?user=LIjnUGgAAAAJ&hl=en&oi=ao
Alexander Mariakakis,https://scholar.google.com/citations?user=YeGQtewAAAAJ&hl=en&oi=ao
Alexander May 0001,https://scholar.google.com/citations?user=oD5v0XoAAAAJ&hl=en&oi=ao
Alexander Medvedev,https://scholar.google.com/citations?user=Zj8zOuUAAAAJ&hl=en&oi=ao
Alexander Mehler,https://scholar.google.com/citations?user=crMx0oUAAAAJ&hl=en&oi=ao
Alexander Meschtscherjakov,https://scholar.google.com/citations?user=YzdqhHIAAAAJ&hl=en&oi=ao
Alexander Nelson,https://scholar.google.com/citations?user=USYVMjwAAAAJ&hl=en&oi=ao
Alexander Ororbia,https://scholar.google.com/citations?user=IAFscrMAAAAJ&hl=en&oi=ao
Alexander P. Turner,https://scholar.google.com/citations?user=XJ8sNiIAAAAJ&hl=en&oi=ao
Alexander Phillip Turner,https://scholar.google.com/citations?user=XJ8sNiIAAAAJ&hl=en&oi=ao
Alexander Pretschner,https://scholar.google.com/citations?user=pBIEpNcAAAAJ&hl=en&oi=ao
Alexander Raake,https://scholar.google.com/citations?user=MoOhyrQAAAAJ&hl=en&oi=ao
Alexander Rakhlin,https://scholar.google.com/citations?user=fds2VpgAAAAJ&hl=en&oi=ao
Alexander Rasin,https://scholar.google.com/citations?user=FGs9EMwAAAAJ&hl=en&oi=ao
Alexander Rodríguez,https://scholar.google.com/citations?user=ILkESaUAAAAJ&hl=en&oi=ao
Alexander Russell,https://scholar.google.com/citations?user=EsJmgf4AAAAJ&hl=en&oi=ao
Alexander S. Ecker,https://scholar.google.com/citations?user=VgYU_m8AAAAJ&hl=en&oi=ao
Alexander S. Kotov,https://scholar.google.com/citations?user=83gsCFsAAAAJ&hl=en&oi=ao
Alexander S. Szalay,https://scholar.google.com/citations?user=rUiWchkAAAAJ&hl=en&oi=ao
Alexander Schill,https://scholar.google.com/citations?user=TABb2iQAAAAJ&hl=en&oi=ao
Alexander Serebrenik,https://scholar.google.com/citations?user=Mcn2e18AAAAJ&hl=en&oi=ao
Alexander Stewart Weddell,https://scholar.google.com/citations?user=epnvd-AAAAAJ&hl=en&oi=ao
Alexander T. Ihler,https://scholar.google.com/citations?user=ffdt7gMAAAAJ&hl=en&oi=ao
Alexander Tiskin,https://scholar.google.com/citations?user=P9lIbS0AAAAJ&hl=en&oi=ao
Alexander Travis Adams,https://scholar.google.com/citations?user=assJWZYAAAAJ&hl=en&oi=ao
Alexander Tropsha,https://scholar.google.com/citations?user=inPIy48AAAAJ&hl=en&oi=ao
Alexander V. Medvedev,https://scholar.google.com/citations?user=Zj8zOuUAAAAJ&hl=en&oi=ao
Alexander Vardy,https://scholar.google.com/citations?user=WtalCkkAAAAJ&hl=en&oi=ao
Alexander Volfovsky,https://scholar.google.com/citations?user=9qHFzDoAAAAJ&hl=en&oi=ao
Alexander Voss,https://scholar.google.com/citations?user=1lTK7Y0AAAAJ&hl=en&oi=ao
Alexander Wiethoff,https://scholar.google.com/citations?user=i4x6QwkAAAAJ&hl=en&oi=ao
Alexander Wilkie,https://scholar.google.com/citations?user=74Eltb0AAAAJ&hl=en&oi=ao
Alexander Wolff 0001,https://scholar.google.com/citations?user=7XqwgZoAAAAJ&hl=en&oi=ao
Alexander Wong,https://scholar.google.com/citations?user=i7h8-dYAAAAJ&hl=en&oi=ao
Alexander Zelikovsky,https://scholar.google.com/citations?user=UzCRNJwAAAAJ&hl=en&oi=ao
Alexandr Andoni,https://scholar.google.com/citations?user=Evgx6UkAAAAJ&hl=en&oi=ao
Alexandra (Sasha) Fedorova,https://scholar.google.com/citations?user=orMwSjoAAAAJ&hl=en&oi=ao
Alexandra Birch,https://scholar.google.com/citations?user=gZOV9kMAAAAJ&hl=en&oi=ao
Alexandra Boldyreva,https://scholar.google.com/citations?user=8mHLyRoAAAAJ&hl=en&oi=ao
Alexandra Dmitrienko,https://scholar.google.com/citations?user=CrDmeeIAAAAJ&hl=en&oi=ao
Alexandra Fedorova,https://scholar.google.com/citations?user=orMwSjoAAAAJ&hl=en&oi=ao
Alexandra I. Cristea,https://scholar.google.com/citations?user=jQMxCKYAAAAJ&hl=en&oi=ao
Alexandra Ioana Cristea,https://scholar.google.com/citations?user=jQMxCKYAAAAJ&hl=en&oi=ao
Alexandra Ion,https://scholar.google.com/citations?user=pP920LoAAAAJ&hl=en&oi=ao
Alexandra Jimborean,https://scholar.google.com/citations?user=UVlbY84AAAAJ&hl=en&oi=ao
Alexandra Kolla,https://scholar.google.com/citations?user=wOb0lqUAAAAJ&hl=en&oi=ao
Alexandra L. Uitdenbogerd,https://scholar.google.com/citations?user=elwlPD0AAAAJ&hl=en&oi=ao
Alexandra Meliou,https://scholar.google.com/citations?user=sOzdfjYAAAAJ&hl=en&oi=ao
Alexandra Mendes,https://scholar.google.com/citations?user=zEyAqMUAAAAJ&hl=en&oi=ao
Alexandra Poulovassilis,https://scholar.google.com/citations?user=mlh3EiwAAAAJ&hl=en&oi=ao
Alexandra Silva 0001,https://scholar.google.com/citations?user=Vgu38TgAAAAJ&hl=en&oi=ao
Alexandra To,https://scholar.google.com/citations?user=FB_pYfIAAAAJ&hl=en&oi=ao
Alexandre A. B. Lima,https://scholar.google.com/citations?user=CjlmBWMAAAAJ&hl=en&oi=ao
Alexandre Alahi,https://scholar.google.com/citations?user=UIhXQ64AAAAJ&hl=en&oi=ao
Alexandre Allauzen,https://scholar.google.com/citations?user=B2-gXkkAAAAJ&hl=en&oi=ao
Alexandre Bergel,https://scholar.google.com/citations?user=5pG4GQ8AAAAJ&hl=en&oi=ao
Alexandre Bernardino,https://scholar.google.com/citations?user=auFmh9MAAAAJ&hl=en&oi=ao
Alexandre Blondin Massé,https://scholar.google.com/citations?user=v8C9a9QAAAAJ&hl=en&oi=ao
Alexandre C. B. Delbem,https://scholar.google.com/citations?user=LYsCAa4AAAAJ&hl=en&oi=ao
Alexandre Cabral Mota,https://scholar.google.com/citations?user=LiCue78AAAAJ&hl=en&oi=ao
Alexandre Cláudio Botazzo Delbem,https://scholar.google.com/citations?user=LYsCAa4AAAAJ&hl=en&oi=ao
Alexandre M. Amory,https://scholar.google.com/citations?user=UgvODPkAAAAJ&hl=en&oi=ao
Alexandre M. Bayen,https://scholar.google.com/citations?user=a5nY-pYAAAAJ&hl=en&oi=ao
Alexandre M. L. de Vasconcelos,https://scholar.google.com/citations?user=uTLN0mUAAAAJ&hl=en&oi=ao
Alexandre Marcos Lins de Vasconcelos,https://scholar.google.com/citations?user=uTLN0mUAAAAJ&hl=en&oi=ao
Alexandre Mendes,https://scholar.google.com/citations?user=wt2mmpIAAAAJ&hl=en&oi=ao
Alexandre Miguel Pinto,https://scholar.google.com/citations?user=CnhikhoAAAAJ&hl=en&oi=ao
Alexandre Mota,https://scholar.google.com/citations?user=LiCue78AAAAJ&hl=en&oi=ao
Alexandre Mota 0001,https://scholar.google.com/citations?user=LiCue78AAAAJ&hl=en&oi=ao
Alexandre N. Delbem,https://scholar.google.com/citations?user=LYsCAa4AAAAJ&hl=en&oi=ao
Alexandre P. Francisco,https://scholar.google.com/citations?user=hJ_H818AAAAJ&hl=en&oi=ao
Alexandre P. de Carvalho,https://scholar.google.com/citations?user=axlvTZoAAAAJ&hl=en&oi=ao
Alexandre Paulo Francisco,https://scholar.google.com/citations?user=hJ_H818AAAAJ&hl=en&oi=ao
Alexandre Plastino,https://scholar.google.com/citations?user=axlvTZoAAAAJ&hl=en&oi=ao
Alexandre Tiskin,https://scholar.google.com/citations?user=P9lIbS0AAAAJ&hl=en&oi=ao
Alexandre Vasconcelos,https://scholar.google.com/citations?user=uTLN0mUAAAAJ&hl=en&oi=ao
Alexandre d'Aspremont,https://scholar.google.com/citations?user=JEEwSlQAAAAJ&hl=en&oi=ao
Alexandre de Morais Amory,https://scholar.google.com/citations?user=UgvODPkAAAAJ&hl=en&oi=ao
Alexandros A. Voudouris,https://scholar.google.com/citations?user=YL5djpEAAAAJ&hl=en&oi=ao
Alexandros Daglis,https://scholar.google.com/citations?user=Mm-dHpMAAAAJ&hl=en&oi=ao
Alexandros G. Dimakis,https://scholar.google.com/citations?user=JSFmVQEAAAAJ&hl=en&oi=ao
Alexandros Kapravelos,https://scholar.google.com/citations?user=wW03D_AAAAAJ&hl=en&oi=ao
Alexandros Labrinidis,https://scholar.google.com/citations?user=UR4eDW4AAAAJ&hl=en&oi=ao
Alexandros Potamianos,https://scholar.google.com/citations?user=pBQViyUAAAAJ&hl=en&oi=ao
Alexandros Psomas 0001,https://scholar.google.com/citations?user=FrTxJzcAAAAJ&hl=en&oi=ao
Alexandros Stamatakis,https://scholar.google.com/citations?user=WbMNvJwAAAAJ&hl=en&oi=ao
Alexandru G. Bardas,https://scholar.google.com/citations?user=ulpPgb0AAAAJ&hl=en&oi=ao
Alexandru Iosup,https://scholar.google.com/citations?user=7wwQ7twAAAAJ&hl=en&oi=ao
Alexandru Paler,https://scholar.google.com/citations?user=WmghO7UAAAAJ&hl=en&oi=ao
Alexei A. Efros,https://scholar.google.com/citations?user=d97bGd8AAAAJ&hl=en&oi=ao
Alexei Drummond,https://scholar.google.com/citations?user=qh4gZBMAAAAJ&hl=en&oi=ao
Alexei J. Drummond,https://scholar.google.com/citations?user=qh4gZBMAAAAJ&hl=en&oi=ao
Alexei Lisitsa,https://scholar.google.com/citations?user=S0VAEqUAAAAJ&hl=en&oi=ao
Alexei Lisitsa 0001,https://scholar.google.com/citations?user=S0VAEqUAAAAJ&hl=en&oi=ao
Alexei P. Lisitsa,https://scholar.google.com/citations?user=S0VAEqUAAAAJ&hl=en&oi=ao
Alexei Sourin,https://scholar.google.com/citations?user=8A7kHCYAAAAJ&hl=en&oi=ao
Alexey A. Gurevich,https://scholar.google.com/citations?user=K6dV2vEAAAAJ&hl=en&oi=ao
Alexey A. Koloydenko,https://scholar.google.com/citations?user=uqLaaVoAAAAJ&hl=en&oi=ao
Alexey A. Neznanov,https://scholar.google.com/citations?user=ezWeReQAAAAJ&hl=en&oi=ao
Alexey L. Lastovetsky,https://scholar.google.com/citations?user=28VrkNcAAAAJ&hl=en&oi=ao
Alexey Naumov,https://scholar.google.com/citations?user=5723KoYAAAAJ&hl=en&oi=ao
Alexey Neznanov,https://scholar.google.com/citations?user=ezWeReQAAAAJ&hl=en&oi=ao
Alexey Onufriev,https://scholar.google.com/citations?user=b7TXx40AAAAJ&hl=en&oi=ao
Alexey Ovchinnikov,https://scholar.google.com/citations?user=JmOotdkAAAAJ&hl=en&oi=ao
Alexey Tumanov,https://scholar.google.com/citations?user=7P-gZioAAAAJ&hl=en&oi=ao
Alexey V. Onufriev,https://scholar.google.com/citations?user=b7TXx40AAAAJ&hl=en&oi=ao
Alexia Briasouli,https://scholar.google.com/citations?user=t7KC74oAAAAJ&hl=en&oi=ao
Alexia Briassouli,https://scholar.google.com/citations?user=t7KC74oAAAAJ&hl=en&oi=ao
Alexia Zoumpoulaki,https://scholar.google.com/citations?user=HVvcecAAAAAJ&hl=en&oi=ao
Alexios Voulimeneas,https://scholar.google.com/citations?user=eN134ocAAAAJ&hl=en&oi=ao
Alexis Hiniker,https://scholar.google.com/citations?user=tY-tZTkAAAAJ&hl=en&oi=ao
Alexis J. Battle,https://scholar.google.com/citations?user=yPOT9K0AAAAJ&hl=en&oi=ao
Alexis Palmer,https://scholar.google.com/citations?user=NVxAbD8AAAAJ&hl=en&oi=ao
Alexis Tsoukiàs,https://scholar.google.com/citations?user=dD54LqIAAAAJ&hl=en&oi=ao
Alf Inge Wang,https://scholar.google.com/citations?user=EObDw_AAAAAJ&hl=en&oi=ao
Alf Weaver,https://scholar.google.com/citations?user=0skgDnMAAAAJ&hl=en&oi=ao
Alfie Abdul-Rahman,https://scholar.google.com/citations?user=odURYTkAAAAJ&hl=en&oi=ao
Alfons Kemper,https://scholar.google.com/citations?user=5n3YivwAAAAJ&hl=en&oi=ao
Alfons Laarman,https://scholar.google.com/citations?user=InHyqKgAAAAJ&hl=en&oi=ao
Alfons W. Laarman,https://scholar.google.com/citations?user=InHyqKgAAAAJ&hl=en&oi=ao
Alfonso Baños,https://scholar.google.com/citations?user=VOrE_H0AAAAJ&hl=en&oi=ao
Alfonso Baños Torrico,https://scholar.google.com/citations?user=VOrE_H0AAAAJ&hl=en&oi=ao
Alfonso Bueno-Orovio,https://scholar.google.com/citations?user=TmlWPsIAAAAJ&hl=en&oi=ao
Alfonso Fuggetta,https://scholar.google.com/citations?user=ZJXTUa8AAAAJ&hl=en&oi=ao
Alfonso Pierantonio,https://scholar.google.com/citations?user=JVTAEMMAAAAJ&hl=en&oi=ao
Alfred C. Weaver,https://scholar.google.com/citations?user=0skgDnMAAAAJ&hl=en&oi=ao
Alfred J. Menezes,https://scholar.google.com/citations?user=hkJ7xKwAAAAJ&hl=en&oi=ao
Alfred Kobsa,https://scholar.google.com/citations?user=0nBysEcAAAAJ&hl=en&oi=ao
Alfred Krzywicki,https://scholar.google.com/citations?user=4CC8XrIAAAAJ&hl=en&oi=ao
Alfred M. Bruckstein,https://scholar.google.com/citations?user=P1OaUP8AAAAJ&hl=en&oi=ao
Alfred Marcel Bruckstein,https://scholar.google.com/citations?user=P1OaUP8AAAAJ&hl=en&oi=ao
Alfred Menezes,https://scholar.google.com/citations?user=hkJ7xKwAAAAJ&hl=en&oi=ao
Alfred Mertins,https://scholar.google.com/citations?user=-uVFF9QAAAAJ&hl=en&oi=ao
Alfred V. Aho,https://scholar.google.com/citations?user=gb2r2ssAAAAJ&hl=en&oi=ao
Alfredo De Santis,https://scholar.google.com/citations?user=Wt7Y3-oAAAAJ&hl=en&oi=ao
Alfredo Ferreira,https://scholar.google.com/citations?user=YtEBFw0AAAAJ&hl=en&oi=ao
Alfredo Goldman,https://scholar.google.com/citations?user=Cgl09uMAAAAJ&hl=en&oi=ao
Alfredo Goldman vel Lejbman,https://scholar.google.com/citations?user=Cgl09uMAAAAJ&hl=en&oi=ao
Alfredo Pulvirenti,https://scholar.google.com/citations?user=eU40mWYAAAAJ&hl=en&oi=ao
Alfredo Weitzenfeld,https://scholar.google.com/citations?user=0QFPg3oAAAAJ&hl=en&oi=ao
Alfredo Weitzenfeld Ridel,https://scholar.google.com/citations?user=0QFPg3oAAAAJ&hl=en&oi=ao
Alham Fikri Aji,https://scholar.google.com/citations?user=0Cyfqv4AAAAJ&hl=en&oi=ao
Ali A. Al-Ataby,https://scholar.google.com/citations?user=o0C1omgAAAAJ&hl=en&oi=ao
Ali A. Ghorbani 0001,https://scholar.google.com/citations?user=tMc1RhUAAAAJ&hl=en&oi=ao
Ali A. Minai,https://scholar.google.com/citations?user=Sm-_3WQAAAAJ&hl=en&oi=ao
Ali A. Nazari Shirehjini,https://scholar.google.com/citations?user=USZyRusAAAAJ&hl=en&oi=ao
Ali Abbasi 0002,https://scholar.google.com/citations?user=7BgdiU4AAAAJ&hl=en&oi=ao
Ali Akbar Ghorbani,https://scholar.google.com/citations?user=tMc1RhUAAAAJ&hl=en&oi=ao
Ali Al-Ataby,https://scholar.google.com/citations?user=o0C1omgAAAAJ&hl=en&oi=ao
Ali Anwar 0001,https://scholar.google.com/citations?user=o3eOVbgAAAAJ&hl=en&oi=ao
Ali Arya,https://scholar.google.com/citations?user=Per9R0UAAAAJ&hl=en&oi=ao
Ali Asghar Nazari Shirehjini,https://scholar.google.com/citations?user=USZyRusAAAAJ&hl=en&oi=ao
Ali Aydin Selçuk,https://scholar.google.com/citations?user=gobiPJIAAAAJ&hl=en&oi=ao
Ali Babar 0001,https://scholar.google.com/citations?user=BjzKrCsAAAAJ&hl=en&oi=ao
Ali C. Begen,https://scholar.google.com/citations?user=ZIZWsXoAAAAJ&hl=en&oi=ao
Ali Chehab,https://scholar.google.com/citations?user=pu2imbMAAAAJ&hl=en&oi=ao
Ali Dehghan Tanha,https://scholar.google.com/citations?user=r6Lj9FcAAAAJ&hl=en&oi=ao
Ali Dehghantanha,https://scholar.google.com/citations?user=r6Lj9FcAAAAJ&hl=en&oi=ao
Ali Ebnenasir,https://scholar.google.com/citations?user=qeaGCqAAAAAJ&hl=en&oi=ao
Ali Emami,https://scholar.google.com/citations?user=Pjdq8cUAAAAJ&hl=en&oi=ao
Ali Eslami,https://scholar.google.com/citations?user=puRMzV0AAAAJ&hl=en&oi=ao
Ali Ghodsi 0001,https://scholar.google.com/citations?user=WXbhp_4AAAAJ&hl=en&oi=ao
Ali Ghodsi Boushehri,https://scholar.google.com/citations?user=WXbhp_4AAAAJ&hl=en&oi=ao
Ali Ghrayeb,https://scholar.google.com/citations?user=ieLdP8EAAAAJ&hl=en&oi=ao
Ali Gooya,https://scholar.google.com/citations?user=H7w9icgAAAAJ&hl=en&oi=ao
Ali H. Dogru,https://scholar.google.com/citations?user=tS3i4GMAAAAJ&hl=en&oi=ao
Ali H. Sayed,https://scholar.google.com/citations?user=uDG9sXQAAAAJ&hl=en&oi=ao
Ali Hikmet Dogru,https://scholar.google.com/citations?user=tS3i4GMAAAAJ&hl=en&oi=ao
Ali Jannesari,https://scholar.google.com/citations?user=YhWnhQEAAAAJ&hl=en&oi=ao
Ali Jannesari Ladani,https://scholar.google.com/citations?user=YhWnhQEAAAAJ&hl=en&oi=ao
Ali Jaoua,https://scholar.google.com/citations?user=rWJLBq8AAAAJ&hl=en&oi=ao
Ali Javey,https://scholar.google.com/citations?user=1gqyKqcAAAAJ&hl=en&oi=ao
Ali José Mashtizadeh,https://scholar.google.com/citations?user=djMOD-IAAAAJ&hl=en&oi=ao
Ali Kafash Hoshiar,https://scholar.google.com/citations?user=wueVtfMAAAAJ&hl=en&oi=ao
Ali M. Niknejad,https://scholar.google.com/citations?user=urhvgT0AAAAJ&hl=en&oi=ao
Ali Mahdavi-Amiri,https://scholar.google.com/citations?user=M9eTADwAAAAJ&hl=en&oi=ao
Ali Mehrizi-Sani,https://scholar.google.com/citations?user=dxRTf9YAAAAJ&hl=en&oi=ao
Ali Mesbah 0001,https://scholar.google.com/citations?user=6CdatVEAAAAJ&hl=en&oi=ao
Ali Mili 0001,https://scholar.google.com/citations?user=GPRauj0AAAAJ&hl=en&oi=ao
Ali Miri,https://scholar.google.com/citations?user=MUNTuIUAAAAJ&hl=en&oi=ao
Ali Niknejad,https://scholar.google.com/citations?user=urhvgT0AAAAJ&hl=en&oi=ao
Ali Ouni,https://scholar.google.com/citations?user=RHH5rtcAAAAJ&hl=en&oi=ao
Ali Raza Butt,https://scholar.google.com/citations?user=oqux_wcAAAAJ&hl=en&oi=ao
Ali Reza Ejlali,https://scholar.google.com/citations?user=H7G8s68AAAAJ&hl=en&oi=ao
Ali Ridha Mahjoub,https://scholar.google.com/citations?user=yDXNzfIAAAAJ&hl=en&oi=ao
Ali Saberi,https://scholar.google.com/citations?user=xcV_89kAAAAJ&hl=en&oi=ao
Ali Saman Tosun,https://scholar.google.com/citations?user=MPRuFPsAAAAJ&hl=en&oi=ao
Ali Seydi Keçeli,https://scholar.google.com/citations?user=1RYMZ5YAAAAJ&hl=en&oi=ao
Ali Shokoufandeh,https://scholar.google.com/citations?user=YrsoRK0AAAAJ&hl=en&oi=ao
Ali Taylan Cemgil,https://scholar.google.com/citations?user=X3ZFZ7AAAAAJ&hl=en&oi=ao
Ali Zulfiqar,https://scholar.google.com/citations?user=e1-m8fAAAAAJ&hl=en&oi=ao
Alia Asheralieva,https://scholar.google.com/citations?user=sZ6ghiYAAAAJ&hl=en&oi=ao
Alia I. Abdelmoty,https://scholar.google.com/citations?user=i-r88O4AAAAJ&hl=en&oi=ao
Alia Madain,https://scholar.google.com/citations?user=_4GIY9QAAAAJ&hl=en&oi=ao
Alice A. Miller,https://scholar.google.com/citations?user=aqR9WqQAAAAJ&hl=en&oi=ao
Alice H. Oh,https://scholar.google.com/citations?user=KcB5NH4AAAAJ&hl=en&oi=ao
Alice Hae Yun Oh,https://scholar.google.com/citations?user=KcB5NH4AAAAJ&hl=en&oi=ao
Alice Haeyun Oh,https://scholar.google.com/citations?user=KcB5NH4AAAAJ&hl=en&oi=ao
Alice Hutchings,https://scholar.google.com/citations?user=kITQ0T8AAAAJ&hl=en&oi=ao
Alice Miller 0001,https://scholar.google.com/citations?user=aqR9WqQAAAAJ&hl=en&oi=ao
Alice Oh,https://scholar.google.com/citations?user=KcB5NH4AAAAJ&hl=en&oi=ao
Alice Toniolo,https://scholar.google.com/citations?user=BNdwyiUAAAAJ&hl=en&oi=ao
Alicia Nicki Washington,https://scholar.google.com/citations?user=tMF4ixEAAAAJ&hl=en&oi=ao
Alim Al Islam,https://scholar.google.com/citations?user=K-AIPzQAAAAJ&hl=en&oi=ao
Alin Albu-Schäffer,https://scholar.google.com/citations?user=yP_zL3gAAAAJ&hl=en&oi=ao
Alin Deutsch,https://scholar.google.com/citations?user=2lZr6WsAAAAJ&hl=en&oi=ao
Alin Dobra,https://scholar.google.com/citations?user=smEOOBsAAAAJ&hl=en&oi=ao
Alin Olimpiu Albu-Schäffer,https://scholar.google.com/citations?user=yP_zL3gAAAAJ&hl=en&oi=ao
Alina Ene,https://scholar.google.com/citations?user=v1_kfR8AAAAJ&hl=en&oi=ao
Alina Oprea,https://scholar.google.com/citations?user=16J3izoAAAAJ&hl=en&oi=ao
Alina Sirbu,https://scholar.google.com/citations?user=o-G11bQAAAAJ&hl=en&oi=ao
Alina Zare,https://scholar.google.com/citations?user=OviqAJsAAAAJ&hl=en&oi=ao
Aline Villavicencio,https://scholar.google.com/citations?user=zbwPYqwAAAAJ&hl=en&oi=ao
Alioune Ngom,https://scholar.google.com/citations?user=vUU3s6cAAAAJ&hl=en&oi=ao
Alireza Ejlali,https://scholar.google.com/citations?user=H7G8s68AAAAJ&hl=en&oi=ao
Alireza Jolfaei,https://scholar.google.com/citations?user=i9FJ-icAAAAJ&hl=en&oi=ao
Alireza Mousavi,https://scholar.google.com/citations?user=XkuYCeYAAAAJ&hl=en&oi=ao
Alireza Tamaddoni Nezhad,https://scholar.google.com/citations?user=a8_fGh4AAAAJ&hl=en&oi=ao
Alireza Tavakkoli,https://scholar.google.com/citations?user=BEVcZZYAAAAJ&hl=en&oi=ao
Alison Hill,https://scholar.google.com/citations?user=35wY-0QAAAAJ&hl=en&oi=ao
Alison Pease,https://scholar.google.com/citations?user=6g0XkjAAAAAJ&hl=en&oi=ao
Alistair Baron,https://scholar.google.com/citations?user=TbzxWckAAAAJ&hl=en&oi=ao
Alistair Knott,https://scholar.google.com/citations?user=_4c7Z18AAAAJ&hl=en&oi=ao
Alistair Moffat,https://scholar.google.com/citations?user=r3xSME0AAAAJ&hl=en&oi=ao
Aljosa Smolic,https://scholar.google.com/citations?user=HZRejX4AAAAJ&hl=en&oi=ao
Aljoscha Smolic,https://scholar.google.com/citations?user=HZRejX4AAAAJ&hl=en&oi=ao
Alke Martens,https://scholar.google.com/citations?user=LaewcHMAAAAJ&hl=en&oi=ao
Alkida Balliu,https://scholar.google.com/citations?user=G04_86AAAAAJ&hl=en&oi=ao
Alkmini Sgouritsa,https://scholar.google.com/citations?user=Mb_AoIgAAAAJ&hl=en&oi=ao
Alla Rozovskaya,https://scholar.google.com/citations?user=SL4bZHEAAAAJ&hl=en&oi=ao
Alla Sheffer,https://scholar.google.com/citations?user=IgkGxLsAAAAJ&hl=en&oi=ao
Allan Borodin,https://scholar.google.com/citations?user=VIFfuYgAAAAJ&hl=en&oi=ao
Allan D. Jepson,https://scholar.google.com/citations?user=mYVIS8QAAAAJ&hl=en&oi=ao
Allan Douglas Jepson,https://scholar.google.com/citations?user=mYVIS8QAAAAJ&hl=en&oi=ao
Allan Hanbury,https://scholar.google.com/citations?user=_hR4cSAAAAAJ&hl=en&oi=ao
Allan Ramsay,https://scholar.google.com/citations?user=VIzhI7MAAAAJ&hl=en&oi=ao
Allan Tucker,https://scholar.google.com/citations?user=F55XS58AAAAJ&hl=en&oi=ao
Allen B. Riddell,https://scholar.google.com/citations?user=zDIvI1UAAAAJ&hl=en&oi=ao
Allen D. Malony,https://scholar.google.com/citations?user=SYBxenEAAAAJ&hl=en&oi=ao
Allen R. Tannenbaum,https://scholar.google.com/citations?user=w0Vl_lsAAAAJ&hl=en&oi=ao
Allen Riddell,https://scholar.google.com/citations?user=zDIvI1UAAAAJ&hl=en&oi=ao
Allison J. B. Chaney,https://scholar.google.com/citations?user=EWlUGVcAAAAJ&hl=en&oi=ao
Allison June-Barlow Chaney,https://scholar.google.com/citations?user=EWlUGVcAAAAJ&hl=en&oi=ao
Allison K. Sullivan,https://scholar.google.com/citations?user=omg10AMAAAAJ&hl=en&oi=ao
Allison Sullivan,https://scholar.google.com/citations?user=omg10AMAAAAJ&hl=en&oi=ao
Alneu de Andrade Lopes,https://scholar.google.com/citations?user=3ejEglwAAAAJ&hl=en&oi=ao
Alois Zoitl,https://scholar.google.com/citations?user=OG52DQ8AAAAJ&hl=en&oi=ao
Alok N. Choudhary,https://scholar.google.com/citations?user=q0nuNrEAAAAJ&hl=en&oi=ao
Alon Cohen,https://scholar.google.com/citations?user=shoYR_AAAAAJ&hl=en&oi=ao
Alon Eden,https://scholar.google.com/citations?user=6I6LNdQAAAAJ&hl=en&oi=ao
Alon Efrat,https://scholar.google.com/citations?user=QH90248AAAAJ&hl=en&oi=ao
Alon Keinan,https://scholar.google.com/citations?user=rS0EX5EAAAAJ&hl=en&oi=ao
