name,google scholar link
Marcos Kalinowski,https://scholar.google.com/citations?user=tKCYoHsAAAAJ&hl=en&oi=ao
Marcos Lage,https://scholar.google.com/citations?user=ltxcRtwAAAAJ&hl=en&oi=ao
Marcos Ortega,https://scholar.google.com/citations?user=mdkdAfEAAAAJ&hl=en&oi=ao
Marcos Ortega Hortas,https://scholar.google.com/citations?user=mdkdAfEAAAAJ&hl=en&oi=ao
Marcos Sepúlveda,https://scholar.google.com/citations?user=9TbVGfsAAAAJ&hl=en&oi=ao
Marcos Sepúlveda Fernadez,https://scholar.google.com/citations?user=9TbVGfsAAAAJ&hl=en&oi=ao
Marcos Sfair Sunye,https://scholar.google.com/citations?user=04p-6qcAAAAJ&hl=en&oi=ao
Marcos Sfair Sunyé,https://scholar.google.com/citations?user=04p-6qcAAAAJ&hl=en&oi=ao
Marcos Vaz Salles,https://scholar.google.com/citations?user=8ob18bQAAAAJ&hl=en&oi=ao
Marcos Zampieri,https://scholar.google.com/citations?user=vAx7VsoAAAAJ&hl=en&oi=ao
Marcus A. Brubaker,https://scholar.google.com/citations?user=x2wyjkAAAAAJ&hl=en&oi=ao
Marcus A. Magnor,https://scholar.google.com/citations?user=st_GV1QAAAAJ&hl=en&oi=ao
Marcus Andreas Magnor,https://scholar.google.com/citations?user=st_GV1QAAAAJ&hl=en&oi=ao
Marcus Baum,https://scholar.google.com/citations?user=5SVQD3oAAAAJ&hl=en&oi=ao
Marcus Dahlem,https://scholar.google.com/citations?user=1ioM-GYAAAAJ&hl=en&oi=ao
Marcus Denker,https://scholar.google.com/citations?user=uVa--40AAAAJ&hl=en&oi=ao
Marcus Frean,https://scholar.google.com/citations?user=fu9lhjoAAAAJ&hl=en&oi=ao
Marcus Gallagher,https://scholar.google.com/citations?user=Wcdm1ycAAAAJ&hl=en&oi=ao
Marcus Pearce,https://scholar.google.com/citations?user=UImWMekAAAAJ&hl=en&oi=ao
Marcus Poggi,https://scholar.google.com/citations?user=tOei_80AAAAJ&hl=en&oi=ao
Marcus Poggi de Aragão,https://scholar.google.com/citations?user=tOei_80AAAAJ&hl=en&oi=ao
Marcus R. Frean,https://scholar.google.com/citations?user=fu9lhjoAAAAJ&hl=en&oi=ao
Marcus R. Gallagher,https://scholar.google.com/citations?user=Wcdm1ycAAAAJ&hl=en&oi=ao
Marcus R. R. Ritt,https://scholar.google.com/citations?user=LtRLs7UAAAAJ&hl=en&oi=ao
Marcus Ritt,https://scholar.google.com/citations?user=LtRLs7UAAAAJ&hl=en&oi=ao
Marcus Rohrbach,https://scholar.google.com/citations?user=3kDtybgAAAAJ&hl=en&oi=ao
Marcus Schaefer,https://scholar.google.com/citations?user=8wQ3nCkAAAAJ&hl=en&oi=ao
Marcus Schaefer 0001,https://scholar.google.com/citations?user=8wQ3nCkAAAAJ&hl=en&oi=ao
Marcus Schäfer 0001,https://scholar.google.com/citations?user=8wQ3nCkAAAAJ&hl=en&oi=ao
Marcus Specht,https://scholar.google.com/citations?user=fC3dymIAAAAJ&hl=en&oi=ao
Marek Chrobak,https://scholar.google.com/citations?user=RutwCU4AAAAJ&hl=en&oi=ao
Marek Cygan,https://scholar.google.com/citations?user=df8TSy4AAAAJ&hl=en&oi=ao
Marek Eliás 0001,https://scholar.google.com/citations?user=hX2T3SQAAAAJ&hl=en&oi=ao
Marek Eliáš,https://scholar.google.com/citations?user=hX2T3SQAAAAJ&hl=en&oi=ao
Marek Grzes,https://scholar.google.com/citations?user=4uJBor0AAAAJ&hl=en&oi=ao
Marek Karpinski,https://scholar.google.com/citations?user=PEK-v-EAAAAJ&hl=en&oi=ao
Marek Materzok,https://scholar.google.com/citations?user=PkDLbJoAAAAJ&hl=en&oi=ao
Marek Petrik,https://scholar.google.com/citations?user=yT-xSLoAAAAJ&hl=en&oi=ao
Marek Piotrów,https://scholar.google.com/citations?user=Z1XcJRUAAAAJ&hl=en&oi=ao
Marek Rei,https://scholar.google.com/citations?user=nNeD95EAAAAJ&hl=en&oi=ao
Marek Szykula,https://scholar.google.com/citations?user=5Aj5yTsAAAAJ&hl=en&oi=ao
Marek Tudruj,https://scholar.google.com/citations?user=NlhtTKsAAAAJ&hl=en&oi=ao
Maren Bennewitz,https://scholar.google.com/citations?user=lqjRbXgAAAAJ&hl=en&oi=ao
Margaret Burnett,https://scholar.google.com/citations?user=Vc58tYYAAAAJ&hl=en&oi=ao
Margaret Hamilton,https://scholar.google.com/citations?user=427zMt8AAAAJ&hl=en&oi=ao
Margaret J. Eppstein,https://scholar.google.com/citations?user=zn9IWtQAAAAJ&hl=en&oi=ao
Margaret M. Burnett,https://scholar.google.com/citations?user=Vc58tYYAAAAJ&hl=en&oi=ao
Margaret Martonosi,https://scholar.google.com/citations?user=tgYsFS0AAAAJ&hl=en&oi=ao
Margaret S. Cheung,https://scholar.google.com/citations?user=6f9jHBUAAAAJ&hl=en&oi=ao
Margaret-Anne D. Storey,https://scholar.google.com/citations?user=WhjQewkAAAAJ&hl=en&oi=ao
Margareta Heilmann,https://scholar.google.com/citations?user=GidJGX4AAAAJ&hl=en&oi=ao
Margarida Mamede,https://scholar.google.com/citations?user=j8VugkYAAAAJ&hl=en&oi=ao
Margarita Osadchy,https://scholar.google.com/citations?user=nZEtlZoAAAAJ&hl=en&oi=ao
Margo I. Seltzer,https://scholar.google.com/citations?user=XeyiyUYAAAAJ&hl=en&oi=ao
Margo Seltzer,https://scholar.google.com/citations?user=XeyiyUYAAAAJ&hl=en&oi=ao
Margrit Betke,https://scholar.google.com/citations?user=tu39-p8AAAAJ&hl=en&oi=ao
Margrit Gelautz,https://scholar.google.com/citations?user=K-7h4K8AAAAJ&hl=en&oi=ao
Maria A. Wimmer,https://scholar.google.com/citations?user=QvZLlC8AAAAJ&hl=en&oi=ao
Maria A. Zuluaga,https://scholar.google.com/citations?user=0SaJdxQAAAAJ&hl=en&oi=ao
Maria Alejandra Zuluaga,https://scholar.google.com/citations?user=0SaJdxQAAAAJ&hl=en&oi=ao
Maria Angela Ferrario,https://scholar.google.com/citations?user=iyusNrsAAAAJ&hl=en&oi=ao
Maria Apostolaki,https://scholar.google.com/citations?user=fVgBFrUAAAAJ&hl=en&oi=ao
Maria Beatriz Carmo,https://scholar.google.com/citations?user=3-kUQBoAAAAJ&hl=en&oi=ao
Maria Bondessen,https://scholar.google.com/citations?user=9DSdzygAAAAJ&hl=en&oi=ao
Maria Camila Nardini Barioni,https://scholar.google.com/citations?user=f0ib3vMAAAAJ&hl=en&oi=ao
Maria Christakis,https://scholar.google.com/citations?user=QbHnrKgAAAAJ&hl=en&oi=ao
Maria Cristina Ferreira de Oliveira,https://scholar.google.com/citations?user=vhRUZogAAAAJ&hl=en&oi=ao
Maria Cristina Silva Boeres,https://scholar.google.com/citations?user=h_AmAEYAAAAJ&hl=en&oi=ao
Maria De Marsico,https://scholar.google.com/citations?user=xbpAoD8AAAAJ&hl=en&oi=ao
Maria E. Cabrera,https://scholar.google.com/citations?user=uVgMw8YAAAAJ&hl=en&oi=ao
Maria Eichlseder,https://scholar.google.com/citations?user=JtbejLsAAAAJ&hl=en&oi=ao
Maria Emilia M. T. Walter,https://scholar.google.com/citations?user=soJPqCAAAAAJ&hl=en&oi=ao
Maria Emilia Telles Walter,https://scholar.google.com/citations?user=soJPqCAAAAAJ&hl=en&oi=ao
Maria Eugenia Cabrera,https://scholar.google.com/citations?user=uVgMw8YAAAAJ&hl=en&oi=ao
Maria Fasli,https://scholar.google.com/citations?user=Hg2osmAAAAAJ&hl=en&oi=ao
Maria Francis,https://scholar.google.com/citations?user=r5EduDsAAAAJ&hl=en&oi=ao
Maria G. C. Pimentel,https://scholar.google.com/citations?user=2z--uNYAAAAJ&hl=en&oi=ao
Maria Garcia de la Banda,https://scholar.google.com/citations?user=mkm8ZlQAAAAJ&hl=en&oi=ao
Maria Gorlatova,https://scholar.google.com/citations?user=h_DY5OQAAAAJ&hl=en&oi=ao
Maria Grazia Fugini,https://scholar.google.com/citations?user=xiSJFg4AAAAJ&hl=en&oi=ao
Maria Grazia Scutellà,https://scholar.google.com/citations?user=PcGjfV8AAAAJ&hl=en&oi=ao
Maria Halkidi,https://scholar.google.com/citations?user=FknZ1Q8AAAAJ&hl=en&oi=ao
Maria Hybinette,https://scholar.google.com/citations?user=d6gfNpIAAAAJ&hl=en&oi=ao
Maria Indrawan,https://scholar.google.com/citations?user=xzE1AkgAAAAJ&hl=en&oi=ao
Maria Indrawan-Santiago,https://scholar.google.com/citations?user=xzE1AkgAAAAJ&hl=en&oi=ao
Maria Isabel Valera Martinez,https://scholar.google.com/citations?user=cpdQqpsAAAAJ&hl=en&oi=ao
Maria J. García de la Banda,https://scholar.google.com/citations?user=mkm8ZlQAAAAJ&hl=en&oi=ao
Maria K. Virvou,https://scholar.google.com/citations?user=Ce6s_FoAAAAJ&hl=en&oi=ao
Maria K. Wolters,https://scholar.google.com/citations?user=fElnaBEAAAAJ&hl=en&oi=ao
Maria Kihl,https://scholar.google.com/citations?user=a8CP0V8AAAAJ&hl=en&oi=ao
Maria Klara Wolters,https://scholar.google.com/citations?user=fElnaBEAAAAJ&hl=en&oi=ao
Maria Kyropoulou,https://scholar.google.com/citations?user=IX6PZBEAAAAJ&hl=en&oi=ao
Maria L. Gini,https://scholar.google.com/citations?user=2ewb-10AAAAJ&hl=en&oi=ao
Maria Lapata,https://scholar.google.com/citations?user=j67B9Q4AAAAJ&hl=en&oi=ao
Maria Leitner,https://scholar.google.com/citations?user=W7uTJPgAAAAJ&hl=en&oi=ao
Maria Leonor Pacheco,https://scholar.google.com/citations?user=uKhleBwAAAAJ&hl=en&oi=ao
Maria Letizia Jaccheri,https://scholar.google.com/citations?user=xBnjjysAAAAJ&hl=en&oi=ao
Maria Liakata,https://scholar.google.com/citations?user=eys5GB4AAAAJ&hl=en&oi=ao
Maria Lindén,https://scholar.google.com/citations?user=mXdz2EEAAAAJ&hl=en&oi=ao
Maria Luísa Torres Ribeiro Marques da Silva Coheur,https://scholar.google.com/citations?user=dJ5sl_QAAAAJ&hl=en&oi=ao
Maria Papadopouli,https://scholar.google.com/citations?user=wZFtgBwAAAAJ&hl=en&oi=ao
Maria Polukarov,https://scholar.google.com/citations?user=nL-zXO4AAAAJ&hl=en&oi=ao
Maria Roussou,https://scholar.google.com/citations?user=IaPXgqsAAAAJ&hl=en&oi=ao
Maria Simi,https://scholar.google.com/citations?user=UzzWjHQAAAAJ&hl=en&oi=ao
Maria Spichkova,https://scholar.google.com/citations?user=kFYE6gkAAAAJ&hl=en&oi=ao
Maria Tortorella,https://scholar.google.com/citations?user=YgkmZPMAAAAJ&hl=en&oi=ao
Maria Virvou,https://scholar.google.com/citations?user=Ce6s_FoAAAAJ&hl=en&oi=ao
Maria Wimmer,https://scholar.google.com/citations?user=QvZLlC8AAAAJ&hl=en&oi=ao
Maria Wimmer 0001,https://scholar.google.com/citations?user=QvZLlC8AAAAJ&hl=en&oi=ao
Maria Wolters,https://scholar.google.com/citations?user=fElnaBEAAAAJ&hl=en&oi=ao
Maria da Graça Campos Pimentel,https://scholar.google.com/citations?user=2z--uNYAAAAJ&hl=en&oi=ao
Maria-Cecilia Rivara,https://scholar.google.com/citations?user=NYyo2yQAAAAJ&hl=en&oi=ao
Maria-Cruz Villa-Uriol,https://scholar.google.com/citations?user=x_hQQ9QAAAAJ&hl=en&oi=ao
Maria-Esther Vidal,https://scholar.google.com/citations?user=vDyk0JgAAAAJ&hl=en&oi=ao
Maria-Florina Balcan,https://scholar.google.com/citations?user=LWlN_BUAAAAJ&hl=en&oi=ao
Maria-Florina Popa,https://scholar.google.com/citations?user=LWlN_BUAAAAJ&hl=en&oi=ao
Mariagrazia Fugini,https://scholar.google.com/citations?user=xiSJFg4AAAAJ&hl=en&oi=ao
Mariam Salloum,https://scholar.google.com/citations?user=iukqqRUAAAAJ&hl=en&oi=ao
Mariana Kolberg,https://scholar.google.com/citations?user=TyOe8ZwAAAAJ&hl=en&oi=ao
Mariana Luderitz Kolberg,https://scholar.google.com/citations?user=TyOe8ZwAAAAJ&hl=en&oi=ao
Mariana Recamonde Mendoza,https://scholar.google.com/citations?user=nyMTIdoAAAAJ&hl=en&oi=ao
Marianna Obrist,https://scholar.google.com/citations?user=yN-L6cIAAAAJ&hl=en&oi=ao
Marianne Graves Petersen,https://scholar.google.com/citations?user=vgP6E1oAAAAJ&hl=en&oi=ao
Marianne Sheelagh Therese Carpendale,https://scholar.google.com/citations?user=43LLX2kAAAAJ&hl=en&oi=ao
Mariano Cabrero Canosa,https://scholar.google.com/citations?user=uoekVL8AAAAJ&hl=en&oi=ao
Maribel Acosta,https://scholar.google.com/citations?user=druU9nsAAAAJ&hl=en&oi=ao
Maribel Acosta Deibe,https://scholar.google.com/citations?user=druU9nsAAAAJ&hl=en&oi=ao
Maribel Fernández,https://scholar.google.com/citations?user=dfag-lkAAAAJ&hl=en&oi=ao
Marie Nilsenová,https://scholar.google.com/citations?user=VK1DBk4AAAAJ&hl=en&oi=ao
Marie Postma,https://scholar.google.com/citations?user=VK1DBk4AAAAJ&hl=en&oi=ao
Marie Postma-Nilsenová,https://scholar.google.com/citations?user=VK1DBk4AAAAJ&hl=en&oi=ao
Marie Vasek,https://scholar.google.com/citations?user=vGlGPsYAAAAJ&hl=en&oi=ao
Marie-Christine Jakobs,https://scholar.google.com/citations?user=LF7vijUAAAAJ&hl=en&oi=ao
Marie-Francine Moens,https://scholar.google.com/citations?user=O9hYMUUAAAAJ&hl=en&oi=ao
Marie-Jean Meurs,https://scholar.google.com/citations?user=WV8dWYQAAAAJ&hl=en&oi=ao
Mariette Awad,https://scholar.google.com/citations?user=pF_1j1IAAAAJ&hl=en&oi=ao
Marijn Heule,https://scholar.google.com/citations?user=5Bu6aSMAAAAJ&hl=en&oi=ao
Marijn J. H. Heule,https://scholar.google.com/citations?user=5Bu6aSMAAAAJ&hl=en&oi=ao
Marilena De Marsico,https://scholar.google.com/citations?user=xbpAoD8AAAAJ&hl=en&oi=ao
Marilyn A. Walker,https://scholar.google.com/citations?user=TMw2-csAAAAJ&hl=en&oi=ao
Marilyn Lennon,https://scholar.google.com/citations?user=_dZjfmEAAAAJ&hl=en&oi=ao
Marilyn Rose McGee,https://scholar.google.com/citations?user=_dZjfmEAAAAJ&hl=en&oi=ao
Marilyn Rose McGee-Lennon,https://scholar.google.com/citations?user=_dZjfmEAAAAJ&hl=en&oi=ao
Marin Litoiu,https://scholar.google.com/citations?user=FWASYv0AAAAJ&hl=en&oi=ao
Marina Blanton,https://scholar.google.com/citations?user=JaM1iKMAAAAJ&hl=en&oi=ao
Marina Bykova,https://scholar.google.com/citations?user=JaM1iKMAAAAJ&hl=en&oi=ao
Marina De Vos,https://scholar.google.com/citations?user=_Bxa0oAAAAAJ&hl=en&oi=ao
Marina Denise Jirotka,https://scholar.google.com/citations?user=HXyE1GUAAAAJ&hl=en&oi=ao
Marina Gavrilova,https://scholar.google.com/citations?user=q3vR88gAAAAJ&hl=en&oi=ao
Marina Issakova,https://scholar.google.com/citations?user=6j7vkrgAAAAJ&hl=en&oi=ao
Marina Jirotka,https://scholar.google.com/citations?user=HXyE1GUAAAAJ&hl=en&oi=ao
Marina Kogan,https://scholar.google.com/citations?user=ST-2CicAAAAJ&hl=en&oi=ao
Marina L. Gavrilova,https://scholar.google.com/citations?user=q3vR88gAAAAJ&hl=en&oi=ao
Marina Lepp,https://scholar.google.com/citations?user=6j7vkrgAAAAJ&hl=en&oi=ao
Marina Moscarini,https://scholar.google.com/citations?user=FS63g6AAAAAJ&hl=en&oi=ao
Marina Petrova,https://scholar.google.com/citations?user=eT4_gaYAAAAJ&hl=en&oi=ao
Marine Carpuat,https://scholar.google.com/citations?user=EAQfVXgAAAAJ&hl=en&oi=ao
Marinho P. Barcellos,https://scholar.google.com/citations?user=gYziq3EAAAAJ&hl=en&oi=ao
Marinos Themistocleous,https://scholar.google.com/citations?user=sQwEp4IAAAAJ&hl=en&oi=ao
Mario A. Nascimento,https://scholar.google.com/citations?user=eZyrbXIAAAAJ&hl=en&oi=ao
Mario Berta,https://scholar.google.com/citations?user=pc_5htgAAAAJ&hl=en&oi=ao
Mario Botsch,https://scholar.google.com/citations?user=VSiwBoYAAAAJ&hl=en&oi=ao
Mario Calha,https://scholar.google.com/citations?user=GSDogzwAAAAJ&hl=en&oi=ao
Mario Costa Sousa,https://scholar.google.com/citations?user=xRhWiGAAAAAJ&hl=en&oi=ao
Mario Di Francesco,https://scholar.google.com/citations?user=xuJ3KAYAAAAJ&hl=en&oi=ao
Mario Di Raimondo,https://scholar.google.com/citations?user=tSezx-YAAAAJ&hl=en&oi=ao
Mario E. Magaña,https://scholar.google.com/citations?user=ieSEZuYAAAAJ&hl=en&oi=ao
Mario E. Sánchez,https://scholar.google.com/citations?user=M1CE-nIAAAAJ&hl=en&oi=ao
Mario Edgardo Magaña,https://scholar.google.com/citations?user=ieSEZuYAAAAJ&hl=en&oi=ao
Mario F. M. Campos,https://scholar.google.com/citations?user=qWrXkPwAAAAJ&hl=en&oi=ao
Mario Fernando De La Rosa-Rosero,https://scholar.google.com/citations?user=UB6e9ywAAAAJ&hl=en&oi=ao
Mario Fernando Montenegro Campos,https://scholar.google.com/citations?user=qWrXkPwAAAAJ&hl=en&oi=ao
Mario Fritz,https://scholar.google.com/citations?user=4V1nNm4AAAAJ&hl=en&oi=ao
Mario Harper,https://scholar.google.com/citations?user=6Qu1IVYAAAAJ&hl=en&oi=ao
Mario Huemer,https://scholar.google.com/citations?user=VXSkReQAAAAJ&hl=en&oi=ao
Mario Linares Vásquez,https://scholar.google.com/citations?user=55fmMcoAAAAJ&hl=en&oi=ao
Mario Linares-Vásquez,https://scholar.google.com/citations?user=55fmMcoAAAAJ&hl=en&oi=ao
Mario Marchand,https://scholar.google.com/citations?user=M792u2sAAAAJ&hl=en&oi=ao
Mario Pavone,https://scholar.google.com/citations?user=SfOIaw0AAAAJ&hl=en&oi=ao
Mario Porrmann,https://scholar.google.com/citations?user=8xaTavMAAAAJ&hl=en&oi=ao
Mario R. F. Benevides,https://scholar.google.com/citations?user=O3lJvk4AAAAJ&hl=en&oi=ao
Mario Roberto Folhadela Benevides,https://scholar.google.com/citations?user=O3lJvk4AAAAJ&hl=en&oi=ao
Mario Romero Vega,https://scholar.google.com/citations?user=xAFGASEAAAAJ&hl=en&oi=ao
Mario Schaarschmidt,https://scholar.google.com/citations?user=LmkFPYkAAAAJ&hl=en&oi=ao
Mario Sánchez 0001,https://scholar.google.com/citations?user=M1CE-nIAAAAJ&hl=en&oi=ao
Mario Vento,https://scholar.google.com/citations?user=3PwXGpgAAAAJ&hl=en&oi=ao
Mario Y. Harper,https://scholar.google.com/citations?user=6Qu1IVYAAAAJ&hl=en&oi=ao
Mariofanna Milanova,https://scholar.google.com/citations?user=oJr0BfEAAAAJ&hl=en&oi=ao
Marios Fokaefs,https://scholar.google.com/citations?user=CFKjCQQAAAAJ&hl=en&oi=ao
Marios Kogias,https://scholar.google.com/citations?user=DYzTOKYAAAAJ&hl=en&oi=ao
Marios Kountouris,https://scholar.google.com/citations?user=QG9iXtUAAAAJ&hl=en&oi=ao
Marios-Eleftherios Fokaefs,https://scholar.google.com/citations?user=CFKjCQQAAAAJ&hl=en&oi=ao
Marios-Evangelos Kogias,https://scholar.google.com/citations?user=DYzTOKYAAAAJ&hl=en&oi=ao
Maristella Matera,https://scholar.google.com/citations?user=NScXYC0AAAAJ&hl=en&oi=ao
Marius Kloft,https://scholar.google.com/citations?user=l-BJCdAAAAAJ&hl=en&oi=ao
Marius Lindauer,https://scholar.google.com/citations?user=0Sxx7DUAAAAJ&hl=en&oi=ao
Marius Muench,https://scholar.google.com/citations?user=86gg_XUAAAAJ&hl=en&oi=ao
Marius Portmann,https://scholar.google.com/citations?user=hiYVpa0AAAAJ&hl=en&oi=ao
Marius Schneider,https://scholar.google.com/citations?user=0Sxx7DUAAAAJ&hl=en&oi=ao
Marius Schneider 0001,https://scholar.google.com/citations?user=0Sxx7DUAAAAJ&hl=en&oi=ao
Marius Thomas Schneider,https://scholar.google.com/citations?user=0Sxx7DUAAAAJ&hl=en&oi=ao
Marius Zimand,https://scholar.google.com/citations?user=_7Mz5cQAAAAJ&hl=en&oi=ao
Marivic S. Tangkeko,https://scholar.google.com/citations?user=BVk-h2YAAAAJ&hl=en&oi=ao
Mariya Zheleva,https://scholar.google.com/citations?user=eEqTPcwAAAAJ&hl=en&oi=ao
Marián Simko,https://scholar.google.com/citations?user=t0WixXUAAAAJ&hl=en&oi=ao
Mariëlle I. A. Stoelinga,https://scholar.google.com/citations?user=po_MgfcAAAAJ&hl=en&oi=ao
Mariëlle Stoelinga,https://scholar.google.com/citations?user=po_MgfcAAAAJ&hl=en&oi=ao
Marjan Sirjani,https://scholar.google.com/citations?user=TKnSrTQAAAAJ&hl=en&oi=ao
Marjo Kauppinen,https://scholar.google.com/citations?user=Wo8x6EUAAAAJ&hl=en&oi=ao
Mark A. Davenport,https://scholar.google.com/citations?user=DpuKx_oAAAAJ&hl=en&oi=ao
Mark A. Finlayson,https://scholar.google.com/citations?user=X8peo3AAAAAJ&hl=en&oi=ao
Mark A. Harris,https://scholar.google.com/citations?user=eo1oWjoAAAAJ&hl=en&oi=ao
Mark A. Hasegawa-Johnson,https://scholar.google.com/citations?user=18O0OAwAAAAJ&hl=en&oi=ao
Mark A. Heinrich,https://scholar.google.com/citations?user=ENsrFlsAAAAJ&hl=en&oi=ao
Mark A. Horowitz,https://scholar.google.com/citations?user=e7V7-gEAAAAJ&hl=en&oi=ao
Mark A. Neerincx,https://scholar.google.com/citations?user=rwBWbFAAAAAJ&hl=en&oi=ao
Mark Alan Finlayson,https://scholar.google.com/citations?user=X8peo3AAAAAJ&hl=en&oi=ao
Mark Alexander Connell Snoeren,https://scholar.google.com/citations?user=lBzZU1IAAAAJ&hl=en&oi=ao
Mark Alexander Reynolds,https://scholar.google.com/citations?user=2VbIrLMAAAAJ&hl=en&oi=ao
Mark Allen Weiss,https://scholar.google.com/citations?user=gfYCK9gAAAAJ&hl=en&oi=ao
Mark B. Sandler,https://scholar.google.com/citations?user=W-gexv0AAAAJ&hl=en&oi=ao
Mark Batty,https://scholar.google.com/citations?user=MnDiDMcAAAAJ&hl=en&oi=ao
Mark Bun,https://scholar.google.com/citations?user=oDwLyYUAAAAJ&hl=en&oi=ao
Mark C. Jeffrey,https://scholar.google.com/citations?user=xeYPtgwAAAAJ&hl=en&oi=ao
Mark C. Wilson,https://scholar.google.com/citations?user=yVByLBsAAAAJ&hl=en&oi=ao
Mark Campbell 0001,https://scholar.google.com/citations?user=e1iAhHQAAAAJ&hl=en&oi=ao
Mark Carman,https://scholar.google.com/citations?user=fcPONTQAAAAJ&hl=en&oi=ao
Mark Claypool,https://scholar.google.com/citations?user=KsSGzrQAAAAJ&hl=en&oi=ao
Mark Craven,https://scholar.google.com/citations?user=6VuiGBQAAAAJ&hl=en&oi=ao
Mark Crovella,https://scholar.google.com/citations?user=vrHhOlUAAAAJ&hl=en&oi=ao
Mark Crowley 0001,https://scholar.google.com/citations?user=eL_y80EAAAAJ&hl=en&oi=ao
Mark D. Apperley,https://scholar.google.com/citations?user=Y6mQU80AAAAJ&hl=en&oi=ao
Mark D. Dunlop,https://scholar.google.com/citations?user=dZ2_EsoAAAAJ&hl=en&oi=ao
Mark D. M. Leiserson,https://scholar.google.com/citations?user=fq0DzqoAAAAJ&hl=en&oi=ao
Mark D. Ryan 0001,https://scholar.google.com/citations?user=zVGVpX4AAAAJ&hl=en&oi=ao
Mark D. Smucker,https://scholar.google.com/citations?user=BgiGGQQAAAAJ&hl=en&oi=ao
Mark Daley,https://scholar.google.com/citations?user=SW3aNagAAAAJ&hl=en&oi=ao
Mark Dermot Ryan,https://scholar.google.com/citations?user=zVGVpX4AAAAJ&hl=en&oi=ao
Mark Dras,https://scholar.google.com/citations?user=B1vNM2kAAAAJ&hl=en&oi=ao
Mark Dredze,https://scholar.google.com/citations?user=7jNkTbYAAAAJ&hl=en&oi=ao
Mark E. Campbell,https://scholar.google.com/citations?user=e1iAhHQAAAAJ&hl=en&oi=ao
Mark E. Dean,https://scholar.google.com/citations?user=xwhmCksAAAAJ&hl=en&oi=ao
Mark Eramian,https://scholar.google.com/citations?user=yERv7xsAAAAJ&hl=en&oi=ao
Mark Fisel,https://scholar.google.com/citations?user=K6jhzXcAAAAJ&hl=en&oi=ao
Mark Fishel,https://scholar.google.com/citations?user=K6jhzXcAAAAJ&hl=en&oi=ao
Mark G. J. van den Brand,https://scholar.google.com/citations?user=CZt-AsoAAAAJ&hl=en&oi=ao
Mark G. Lee,https://scholar.google.com/citations?user=1AIdLa0AAAAJ&hl=en&oi=ao
Mark G. Wallace,https://scholar.google.com/citations?user=83oci4wAAAAJ&hl=en&oi=ao
Mark G. Wallace 0001,https://scholar.google.com/citations?user=83oci4wAAAAJ&hl=en&oi=ao
Mark Gahegan,https://scholar.google.com/citations?user=zEqatoMAAAAJ&hl=en&oi=ao
Mark Grechanik,https://scholar.google.com/citations?user=Gn5kfF8AAAAJ&hl=en&oi=ao
Mark Guzdial,https://scholar.google.com/citations?user=iQV2L2IAAAAJ&hl=en&oi=ao
Mark H. Chignell,https://scholar.google.com/citations?user=etEk4e0AAAAJ&hl=en&oi=ao
Mark H. M. Winands,https://scholar.google.com/citations?user=5S6bWAwAAAAJ&hl=en&oi=ao
Mark Hall 0001,https://scholar.google.com/citations?user=4f_t86EAAAAJ&hl=en&oi=ao
Mark Hancock,https://scholar.google.com/citations?user=PYvcN3cAAAAJ&hl=en&oi=ao
Mark Handley,https://scholar.google.com/citations?user=XRyUF6gAAAAJ&hl=en&oi=ao
Mark Hasegawa-Johnson,https://scholar.google.com/citations?user=18O0OAwAAAAJ&hl=en&oi=ao
Mark Heinrich,https://scholar.google.com/citations?user=ENsrFlsAAAAJ&hl=en&oi=ao
Mark Hepple,https://scholar.google.com/citations?user=oUf-ebcAAAAJ&hl=en&oi=ao
Mark Herbster,https://scholar.google.com/citations?user=MBwWHlgAAAAJ&hl=en&oi=ao
Mark Hoogendoorn,https://scholar.google.com/citations?user=3s4lqHkAAAAJ&hl=en&oi=ao
Mark Horowitz,https://scholar.google.com/citations?user=e7V7-gEAAAAJ&hl=en&oi=ao
Mark J. Clement,https://scholar.google.com/citations?user=8sFevmEAAAAJ&hl=en&oi=ao
Mark J. Guzdial,https://scholar.google.com/citations?user=iQV2L2IAAAAJ&hl=en&oi=ao
Mark J. Weal,https://scholar.google.com/citations?user=rJGd0McAAAAJ&hl=en&oi=ao
Mark James Handley,https://scholar.google.com/citations?user=XRyUF6gAAAAJ&hl=en&oi=ao
Mark James Weal,https://scholar.google.com/citations?user=rJGd0McAAAAJ&hl=en&oi=ao
Mark John Batty,https://scholar.google.com/citations?user=MnDiDMcAAAAJ&hl=en&oi=ao
Mark Johnson 0001,https://scholar.google.com/citations?user=Z_kok3sAAAAJ&hl=en&oi=ao
Mark K. Ho,https://scholar.google.com/citations?user=yK7yTiwAAAAJ&hl=en&oi=ao
Mark Keil,https://scholar.google.com/citations?user=BaMD2NgAAAAJ&hl=en&oi=ao
Mark Lawford,https://scholar.google.com/citations?user=7v2eN0cAAAAJ&hl=en&oi=ao
Mark Lee 0001,https://scholar.google.com/citations?user=1AIdLa0AAAAJ&hl=en&oi=ao
Mark Levene,https://scholar.google.com/citations?user=mPoNxDAAAAAJ&hl=en&oi=ao
Mark Liberman,https://scholar.google.com/citations?user=R--JjPoAAAAJ&hl=en&oi=ao
Mark M. Hall,https://scholar.google.com/citations?user=4f_t86EAAAAJ&hl=en&oi=ao
Mark Manulis,https://scholar.google.com/citations?user=MdmQAVkAAAAJ&hl=en&oi=ao
